"Column_1","SONG_NAME","0","1","2","3"
397,"red rubies","bacc to jail","anyday i might not wake up","billy","wasted"
398,"swimming pool","gotta be you (japanese version)","let it go","nothing wrong","lover boy 88"
399,"peach jam","blicky","plans","taste","ride for me"
400,"midsummer madness","no part of you","wasted","i wanna love you","born 2 run"
401,"plans","what do you do","bee in my bonnet","doowee","stealing my girl"
402,"history","aint talkin bout shit","to me you're everything","let you know","already know"
403,"lover boy 88","do you love me (japanese version)","swimming pool","let it go","nothing wrong"
404,"poolside manor","let you know","let go of my heart","up next!","ghost of you"
405,"beam","run for yo life","gummo","pop it","buckhead"
406,"let it go","first (korean version)","let you know","nothing wrong","lover boy 88"
407,"disrespectin","treasure","say no more","timing","girl's best friend"
408,"warpaint","five of everything","emergency","one more time","ride for me"
409,"i want in","i'd do anything to keep you here (rip riley i love you)","don't stop the love","long way","private number"
410,"japan 88","woke up in japan","volume up","get on the floor","girl's best friend"
411,"nothing wrong","swimming pool","long way","let it go","lover boy 88"
412,"head in the clouds","you're coming home again","fire","falling in love (japanese version)","i don't wanna go inside"
413,"these nights","completely","you want more","it's alright","private number"
414,"strange land","dance all night","turnin' to you","she's out of my life","can't keep a good man down"
415,"loaded","a crooked nigga too","wit the plug","doowee","both of my arms"
416,"gettin' ready","come back home (japanese version)","criminal justice","don't turn me away","hornz"
417,"change your mind","i heard","vision in my mind","across the universe","jam on"
418,"in the morning","buckhead","extra","kitchen","everything"
419,"wasted","basehead","red rubies","anyday i might not wake up","buckhead"
420,"grapevine","gummo (remix)","aint talkin bout shit","gummo","gossip"
421,"visions","to me you're everything","bacc to jail","get it while you can","cellout"
422,"cellout","paid in full","detention","paranoid pt 03","look at me now"
423,"detention","mei mei","cellout","paranoid pt 03","look at me now"
424,"fallaway","let you know","flow heat","let go of my heart","fire"
425,"vicious (parasite)","let go of my heart","that's when i'll be gone","take me back","the statement"
426,"what the fuck","pink on ur nails, blood on my back","someone","fall off","i'm not coming to your party girl"
427,"when will you breathe","rotation","just wanna rock & roll","disarray","four wheels"
428,"try again","my bed","worlds away","flowers","self conscious"
429,"dragonfaith","visualize","shepherd of the fog","channel swimmer","what do you do"
430,"wasteland","hiding from yourself","the hardest thing","change your mind","can't keep a good man down"
431,"through the iris","best night ever","seven","never even there","fall off"
432,"seven","sudden change","find my way back","way beyond","sworn"
433,"r.e.s.t.","man down","all is numb","my goodbye","our last goodbye"
434,"blank shell","the day we find love","vision in my mind","i'd do anything to keep you here (rip riley i love you)","at a loss"
435,"at a loss","gettin' ready","the day we find love","the hardest thing","blank shell"
436,"for muzik (intro)","renegades","muzik","get on the floor","volume up"
437,"muzik","crazy (micyeo; michyo)","don't dance","for muzik (intro)","bomb chick"
438,"hot issue","crush (japanese version)","fire","hot to trot","hott"
439,"what a girl wants","hide & seek","already gone","forever now","sirener"
440,"funny (usgyeo; utgyeo)","100 100 100","'bout u","vibe (seubgwanjeog)","crazy (micyeo; michyo)"
441,"won't give you (anjulrae; anjullae)","would u mind","i don't care","everything","scream (korean version)"
442,"you know","i wanna love you","don't squeeze me like toothpaste","don't wanna let you go","waterfall"
443,"already gone","thrive not sink","moonrocks freestyle","i wanna love you","no part of you"
444,"first (korean version)","let it go","girl's best friend","would u mind","countdown"
445,"hide & seek","what a girl wants","dirty neon","do you love me (japanese version)","sirener"
446,"badly (nabbeuge; nappeuge)","first (korean version)","go away","crazy (micyeo; michyo)","stay together"
447,"get on the floor","gummo (remix)","gummo","kooda","volume up"
448,"volume up","i don't care","gummo","kooda","get on the floor"
449,"i'm ok","private number","better with you","ok?","mazi love"
450,"say my name","don't stop the love","that's when i'll be gone","can't stop","stop telling me nothing"
451,"come in (deuleowa; deureowa)","there it is","thug 4 u","invincible","dance all night"
452,"thank you :) (gomaweo; gomawo)","talk","go away","you know","stay together"
453,"crazy (micyeo; michyo)","creatures (for a while)","badly (nabbeuge; nappeuge)","pretty boy","funny (usgyeo; utgyeo)"
454,"cut it out (1jeolman hasijyo; ilcheolman hasijyo)","you know","countdown","say my name","happy"
455,"tickle tickle tickle","let you know","i wanna love you","pretty boy","stay together"
456,"spaceship","how do you feel?","neva make me mad","lightning","tricc on just anybody"
457,"faygo dreams","blicky","already know","hands up (pink sun)","plant life"
458,"chutup","say no more","talk","falling in love (japanese version)","what can i do?"
459,"mazi love","getaway","lightning","doowee","i'm ok"
460,"getaway","let you know","neva make me mad","gasolean","off the gas"
461,"someone","like a nigga","walk away","what the fuck","tricc on just anybody"
462,"no savage","statute of limitations","voodoo","lonely kobe","can't nobody"
463,"hearse","gummo (remix)","gummo","next level","both of my arms"
464,"frozen tears","paid in full","ice","blicky","teardrops"
465,"beautiful whips","used 2","this is do or die just like everything else","buckhead","doowee"
466,"could've been so much","time is precious","baby i miss you","gucci down molly up","pink on ur nails, blood on my back"
467,"trust issues","still the same","used 2","trendset","doowee"
468,"zero gravity","dirty neon","chutup","falling in love (japanese version)","this is do or die just like everything else"
469,"hands up (pink sun)","faygo dreams","used 2","two sides to every story","doowee"
470,"take me away","flowers","this is do or die just like everything else","on my own","taste"
471,"lightning","neva make me mad","beautiful whips","doowee","trust issues"
472,"lonely kobe","still the same","high off me","to me you're everything","name your rapist"
473,"max keeble","never too late","boo","the hardest part of breaking up...","i got a bag of crushed dreams like wht u needin mane"
474,"next level","this is do or die just like everything else","high top versace","in the morning","doowee"
475,"off the gas","impossible things","days of '88","when i remember when","gasolean"
476,"ok?","chocolate","the hardest part of breaking up...","big amount","i'm ok"
477,"plant life","that's when i'll be gone","lightning","pokemon x digimon","faygo dreams"
478,"pokemon x digimon","on a roll","no friends no friends","lightning","plant life"
479,"saturn","december","like a nigga","long for the flowers","flowers"
480,"spooky","how do u luv me u dont luv urself","vamanos","lightning","take me away"
481,"waffle house song","city lights","quick fix","wonderland","taste"
482,"gummo (remix)","gossip","93","sniper gang freestyle","gummo"
483,"chocolate","valentino","traffic","don't","i wanna get next to you"
484,"gotti","gummo (remix)","kooda","gummo","93"
485,"self conscious","my bed","to me you're everything","more","been here before"
486,"neck burns","all is numb","one man symphony","diamonds","already gone"
487,"guess i'll see u around","everything is not enough","life just leads me to the bottle pt. ii","man overboard","anyway"
488,"make u whole again","i don't wanna go inside","chocolate","don't wanna let you go","don't"
489,"look me in my eyes","happy day riot","our last goodbye","sleep when u die","still the same"
490,"see u in the ashes when i cash out","ride for me","my goodbye","don't wanna let you go","still the same"
491,"fighting 2 stay sober","walk away","fire","life just leads me to the bottle pt. ii","on my own"
492,"aint talkin bout shit","'bout u","grapevine","trap check","down for life"
493,"i know the closest ill get","like a nigga","vision in my mind","let go of my heart","hand in hand"
494,"i got a bag of crushed dreams like wht u needin mane","how do u luv me u dont luv urself","baytoven","max keeble","boo"
495,"smokin on the edge of my conscious","woke up in japan","already know","self conscious","the way you do me"
496,"i'll b coppin munchies in da minimart when tha sun explodes","the city ignites","bullygutt","make u whole again","one more time"
497,"she gon leave me 4 tha drugs","pop it","substance","kooda","emergency"
498,"take my breath away","like a nigga","redemption","can't stop","to me you're everything"
499,"i wanna love you","don't wanna let you go","already know","no part of you","it's alright"
500,"intro","say it don't spray it","dirty neon","smoke still shades my bones","heat it up"
501,"heat it up","private number","come & get it","i wasn't over you","intro"
502,"impossible things","like a nigga","when i remember when","off the gas","bailan"
503,"hush, hush","24keke","i wasn't over you","forever now","tell everybody"
504,"no part of you","take me back","moonrocks freestyle","already gone","i wanna love you"
505,"agree on goodbye","private number","before we say goodbye","no part of you","i do"
